type,caps_text,text_len,excl_text,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
bs,52,6784,3,22,24,16,30,18,21,10,37,46,56
bs,48,3348,6,8,11,5,7,9,7,5,15,17,28
bs,4,2134,4,7,6,3,5,6,5,5,12,14,19
bs,1,2147,0,10,10,6,10,6,6,5,14,12,17
bs,21,644,0,2,6,2,2,3,3,0,5,5,9
bs,26,10244,0,25,24,19,34,17,20,10,26,53,55
bs,22,10117,0,25,24,19,34,17,20,10,26,53,56
bs,44,1596,2,2,9,2,3,5,5,0,8,8,14
bs,47,4643,2,5,12,3,10,7,8,4,15,19,29
bs,4,3390,0,3,6,1,8,5,5,4,11,14,20
bs,93,8698,0,10,19,8,17,10,7,6,38,28,56
bs,0,452,0,1,1,0,1,1,0,2,1,1,6
bs,39,7971,0,10,17,8,17,7,6,6,35,25,50
bs,5,1158,1,2,5,0,3,2,0,1,3,2,11
bs,2,896,2,2,3,0,3,1,1,2,1,3,4
bs,2,1011,3,2,3,3,7,3,3,1,3,6,7
bs,5,2255,0,1,6,2,4,3,2,4,8,5,7
bs,10,1967,0,0,4,1,4,3,1,3,10,5,10
bs,1,3712,0,11,12,12,19,8,17,5,13,29,20
bs,6,1167,0,2,6,0,7,2,4,0,6,6,10
bs,2,1319,0,3,2,3,5,1,5,0,4,5,11
bs,2,943,1,6,7,5,13,3,10,4,3,13,6
bs,1,2895,1,4,12,3,6,8,3,5,15,8,19
bs,4,627,1,2,0,3,2,2,1,1,5,5,4
bs,5,3227,0,3,12,3,10,5,4,4,10,11,12
bs,5,945,0,2,4,1,6,1,3,1,4,6,3
bs,10,2532,1,4,13,3,9,3,1,2,11,12,21
bs,6,2190,0,4,5,2,11,5,3,1,12,12,13
bs,3,681,0,1,1,0,3,0,2,0,2,2,0
bs,19,2479,0,4,7,2,4,0,4,1,11,10,12
bs,19,19089,0,45,52,25,70,42,33,23,77,79,118
bs,40,7427,0,13,15,4,13,19,11,7,21,17,45
bs,5,5972,1,6,9,4,8,10,5,3,25,13,33
bs,1,1186,0,4,5,3,5,4,3,1,6,5,10
bs,1,1699,0,12,9,8,15,5,10,4,11,21,15
bs,4,3413,0,7,17,8,10,10,7,5,21,10,27
bs,1,2162,0,4,10,5,8,6,14,5,10,15,11
bs,2,886,0,3,1,1,4,2,2,2,5,5,5
bs,3,2689,0,5,13,5,14,3,6,1,8,18,11
bs,2,1038,1,1,2,1,2,0,2,0,4,6,5
bs,2,2177,0,5,5,1,6,2,2,4,7,12,14
bs,2,2491,0,7,9,2,7,2,6,4,11,9,15
bs,5,2117,0,6,8,3,8,1,5,2,8,11,12
bs,2,969,1,0,6,0,2,3,1,1,6,2,11
bs,7,3509,0,10,10,1,14,5,3,5,16,13,20
bs,32,6555,0,14,21,5,18,24,8,11,47,21,67
bs,5,1913,0,4,7,1,5,4,3,2,4,7,12
bs,5,2429,0,3,6,2,5,3,2,2,10,9,16
bs,38,14029,0,20,32,8,23,25,11,15,56,36,96
bs,2,2415,0,9,10,4,10,4,6,5,15,13,27
bs,10,4417,1,11,13,6,15,11,9,7,21,19,27
bs,2,1396,0,1,0,1,1,2,1,0,5,5,8
bs,1,3806,0,0,5,2,5,4,2,6,9,7,19
bs,1,5866,0,5,11,4,13,14,6,6,31,15,49
bs,2,2615,0,4,6,4,8,3,2,3,10,9,17
bs,5,1235,0,3,3,2,4,1,2,2,2,6,11
bs,2,1008,2,0,2,4,8,0,0,4,3,7,4
bs,4,6888,0,17,28,10,25,15,15,12,19,31,34
bs,10,1329,0,2,6,1,7,2,3,4,3,6,3
bs,5,2949,0,2,1,1,4,1,3,0,5,5,8
bs,4,4801,7,8,15,8,20,5,11,4,21,27,27
bs,5,2951,0,5,8,0,7,5,3,4,8,8,11
bs,5,991,0,8,2,6,8,1,2,0,2,8,2
bs,2,1955,0,4,5,2,9,5,1,1,9,14,11
bs,8,4729,0,2,9,0,4,3,3,5,12,6,29
bs,7,987,0,0,2,2,3,3,0,1,7,1,4
bs,24,10375,0,13,31,13,34,18,14,10,47,31,61
bs,4,7594,0,24,16,11,26,12,16,10,30,47,46
bs,1,3077,0,13,2,5,15,1,11,5,11,22,16
bs,5,6865,0,16,17,11,18,12,20,9,32,40,43
bs,17,4886,0,12,13,10,21,9,10,4,22,29,34
bs,9,5183,0,16,17,11,14,6,10,7,21,23,32
bs,5,7519,0,26,14,13,32,15,16,5,34,43,45
bs,3,5123,0,8,16,6,11,10,4,6,26,18,43
bs,2,3974,0,12,13,4,10,10,7,3,24,17,29
bs,2,4529,0,14,11,7,11,7,7,8,21,22,31
bs,24,6918,0,20,14,7,16,12,6,6,28,31,45
bs,6,5849,0,15,19,4,20,12,15,10,19,24,35
bs,4,7748,0,5,17,3,8,13,4,6,25,25,49
bs,0,7994,0,18,17,11,16,13,10,7,32,30,42
bs,5,5722,0,9,15,6,18,10,13,11,30,28,37
bs,9,6723,0,10,19,4,7,10,8,12,35,20,41
bs,3,6447,0,15,26,9,12,14,12,12,28,28,43
bs,3,6430,0,15,25,9,12,14,12,12,28,28,43
bs,4,6639,0,14,12,11,22,9,14,6,27,24,36
bs,8,6493,0,15,24,4,24,9,12,12,23,30,41
bs,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
bs,NA,NA,NA,0,0,0,0,0,0,0,0,0,0
bs,11,6683,0,11,17,8,13,12,9,6,30,22,39
bs,2,3056,0,8,15,1,10,7,7,6,15,15,25
bs,2,2405,0,7,8,3,6,8,6,5,13,12,20
bs,1,4729,0,13,19,9,20,8,13,7,23,23,26
bs,3,5625,0,15,19,9,16,15,10,9,39,28,45
bs,7,4554,0,12,12,8,10,10,7,5,14,17,33
bs,7,3329,3,5,6,4,12,3,4,8,11,17,12
bs,23,4877,0,8,14,4,13,13,6,10,27,20,40
bs,0,106,0,0,0,0,1,0,1,0,2,1,3
bs,0,171,0,0,0,0,1,0,1,0,1,1,0
bs,1,4188,0,11,9,4,13,4,8,5,25,21,22
bs,14,8101,0,20,21,10,30,13,17,6,39,36,44
bs,6,8305,0,18,25,10,19,16,14,13,37,34,62
bs,1,4766,0,13,16,6,17,10,7,7,19,27,29
bs,1,1091,0,4,7,1,6,3,5,2,10,11,15
bs,1,898,0,1,7,2,3,4,2,3,6,6,6
bs,2,922,0,3,3,2,4,3,4,1,2,5,7
bs,0,872,0,2,1,1,2,2,4,1,2,9,6
bs,2,1133,0,3,7,1,5,5,3,3,6,5,12
bs,1,1081,0,3,4,2,0,3,1,2,4,4,7
bs,4,926,0,1,6,0,2,7,2,3,6,4,12
bs,1,946,0,2,8,2,1,7,2,1,8,6,14
bs,1,989,0,4,5,2,2,6,4,2,6,7,7
bs,1,991,0,0,4,1,1,6,2,2,7,4,9
bs,1,1033,0,0,3,0,2,2,0,1,6,6,10
bs,2,1259,0,4,10,4,5,6,4,3,11,7,16
bs,2,947,0,4,4,1,6,2,3,2,4,7,6
bs,1,1179,0,2,6,0,1,5,2,1,7,3,10
bs,1,1203,0,4,8,3,6,7,2,2,10,10,14
bs,3,1058,0,3,4,3,5,4,3,0,6,8,11
bs,1,1157,0,0,6,1,1,3,1,1,5,4,5
bs,3,1253,0,3,4,1,4,3,2,2,8,10,16
bs,1,1188,0,5,4,2,2,3,2,1,10,7,7
bs,2,883,0,3,3,1,1,1,0,0,5,5,5
bs,2,902,0,1,2,1,1,2,1,0,4,4,4
bs,1,1008,0,0,2,0,1,4,1,0,3,0,6
bs,1,892,0,2,6,1,1,4,2,1,5,3,9
bs,1,1219,0,2,7,1,3,5,3,3,6,3,10
bs,1,1209,0,5,4,3,4,3,3,2,3,6,8
bs,1,1125,0,2,4,2,4,4,6,2,8,8,11
bs,5,989,0,2,6,1,1,4,1,0,5,5,7
bs,1,829,0,3,4,0,5,1,2,0,8,4,8
bs,2,964,0,3,5,5,2,4,3,1,6,10,10
bs,1,1007,0,3,2,1,1,2,4,0,6,9,10
bs,2,1120,0,2,4,0,7,7,5,3,4,6,10
bs,1,846,0,1,3,1,1,3,1,1,3,1,5
bs,2,1145,0,5,4,2,3,6,3,3,8,5,11
bs,2,1064,0,4,2,2,5,3,5,1,6,8,5
bs,3,846,0,3,3,2,3,4,1,1,4,4,6
bs,0,544,0,2,6,1,1,6,1,3,3,2,8
bs,2,779,0,2,3,0,1,3,1,1,6,2,6
bs,4,1092,0,1,5,2,1,4,2,2,5,3,10
bs,1,1223,0,3,4,4,2,5,5,3,6,7,10
bs,1,944,0,1,6,2,1,7,3,2,12,6,13
bs,7,873,0,2,6,1,3,5,4,2,6,5,9
bs,2,830,0,8,5,1,8,2,5,4,6,10,11
bs,5,1117,0,2,4,1,3,3,2,1,6,4,11
bs,3,927,0,2,6,2,2,3,2,2,7,6,6
bs,6,1385,0,1,5,1,3,5,3,4,13,7,11
bs,2,1083,0,3,7,3,4,2,2,0,7,6,11
bs,1,1062,0,2,9,1,3,3,2,2,3,3,11
bs,2,1060,0,4,8,3,4,7,4,5,11,8,12
bs,1,1279,0,5,4,1,4,1,1,1,5,7,11
bs,2,777,0,1,4,1,3,1,1,0,1,6,1
bs,1,1018,0,1,5,3,5,3,1,0,6,7,12
bs,2,1240,0,6,7,2,7,5,6,1,9,11,8
bs,1,881,0,1,1,0,1,2,0,0,2,1,6
bs,2,867,0,2,9,2,4,8,3,3,12,8,11
bs,1,964,0,4,4,4,3,4,4,4,9,7,11
bs,1,1051,0,3,5,4,4,2,5,1,5,8,7
bs,1,1127,0,4,3,2,6,4,1,3,6,10,9
bs,3,1105,0,3,4,1,1,3,3,1,7,6,9
bs,1,751,0,1,3,2,0,2,1,0,2,3,8
bs,2,1276,0,0,8,2,1,11,2,4,9,4,17
bs,2,671,0,5,3,5,2,4,3,3,4,6,8
bs,3,1017,0,2,4,4,5,5,5,3,3,8,8
bs,2,1351,0,4,7,2,3,4,0,5,7,8,9
bs,2,745,0,3,6,1,1,8,2,2,7,5,11
bs,2,1043,0,3,4,1,1,3,2,3,9,5,10
bs,1,794,0,2,2,2,2,4,0,2,6,2,9
bs,3,754,0,2,0,1,0,2,1,1,5,3,5
bs,4,996,0,8,7,1,8,5,6,4,7,12,10
bs,2,757,0,1,5,1,1,4,0,0,7,1,8
bs,2,983,0,6,3,5,7,4,4,0,5,7,9
bs,1,704,0,5,2,3,0,2,0,1,5,6,8
bs,1,863,0,2,4,1,2,5,2,1,7,0,7
bs,0,966,0,3,4,3,2,2,3,2,4,7,6
bs,3,892,0,1,3,0,1,1,1,1,3,3,2
bs,2,1322,0,7,6,4,4,6,5,3,10,10,16
bs,1,961,1,3,5,3,6,3,2,5,5,6,6
bs,1,966,0,1,3,1,2,3,1,0,5,4,6
bs,1,1264,0,3,5,1,1,6,2,3,8,4,13
bs,2,1036,0,4,4,3,3,1,5,2,5,8,9
bs,1,1124,0,1,6,1,1,2,2,1,3,4,5
bs,1,832,0,0,3,0,0,4,1,3,5,1,8
bs,1,924,0,5,7,3,3,10,8,2,10,8,14
bs,1,917,0,0,5,0,0,5,1,3,9,1,11
bs,1,867,0,0,3,0,1,1,3,1,8,6,7
bs,1,900,0,2,4,3,4,2,3,1,3,9,8
bs,1,1192,0,6,5,3,3,5,4,3,9,9,14
bs,1,1193,0,2,4,2,2,5,2,1,8,5,14
bs,2,1169,0,3,3,0,3,4,2,0,3,5,6
bs,2,973,0,4,3,0,5,2,4,1,6,6,9
bs,1,1121,0,3,3,2,1,2,3,2,7,4,5
bs,1,1144,0,1,2,1,1,3,0,1,5,3,5
bs,4,1301,0,10,4,5,13,5,5,3,9,14,13
bs,1,1254,0,4,4,5,2,2,4,2,7,7,12
bs,7,990,0,6,2,2,2,3,1,2,5,6,6
bs,1,988,0,2,5,2,3,4,4,2,6,4,8
bs,4,1005,1,1,1,0,1,3,3,2,5,3,9
bs,2,1217,0,2,2,3,3,3,3,0,5,6,11
bs,3,1056,0,1,4,1,3,3,1,3,8,7,7
bs,2,1216,0,4,9,5,2,7,6,0,7,9,13
bs,6,1080,0,1,5,0,1,3,2,2,7,4,8
bs,8,1576,0,2,4,1,3,3,2,0,6,5,8
bs,3,2653,2,3,9,2,3,7,3,5,9,5,13
bs,0,543,1,2,3,0,3,2,1,1,4,2,4
bs,36,5269,0,14,18,7,17,6,11,5,22,31,33
bs,15,2332,0,6,8,1,6,5,2,1,6,6,12
bs,1,609,0,0,5,0,2,5,2,0,7,3,8
bs,8,8677,1,30,24,18,27,15,16,7,50,43,59
bs,1,819,0,1,3,0,2,4,1,2,5,2,7
bs,5,2996,0,6,8,5,7,6,7,2,17,15,22
bs,31,12850,2,26,29,25,33,16,21,15,33,64,58
bs,6,1631,0,1,3,1,4,4,1,0,8,3,13
bs,20,4754,0,7,10,5,8,5,7,3,20,20,26
bs,2,3099,2,10,10,7,13,7,9,5,16,13,20
bs,3,1480,2,3,9,1,5,4,2,4,9,6,14
bs,0,1027,0,2,8,1,2,8,2,6,7,6,13
bs,7,3811,0,16,14,7,19,8,15,5,21,29,29
bs,0,796,0,2,4,1,4,4,3,1,6,3,10
bs,2,776,3,2,5,0,4,3,2,3,5,4,5
bs,6,7545,0,22,22,11,21,12,15,5,39,39,50
bs,3,2010,0,4,9,2,6,7,3,3,11,7,12
bs,9,6329,0,25,19,7,24,9,16,5,31,37,38
bs,3,7461,0,22,18,8,23,18,16,8,33,31,42
bs,1,791,3,0,3,0,3,4,0,0,7,3,9
bs,10,8556,0,25,19,7,29,14,13,12,35,38,50
bs,0,1108,0,0,4,2,1,4,4,3,9,3,10
bs,4,3503,0,12,11,6,20,7,8,6,27,28,22
bs,7,4661,0,6,14,3,6,9,5,9,31,19,31
bs,4,1206,0,1,3,2,3,4,0,1,12,3,11
bs,5,3987,0,6,14,5,6,9,5,7,23,11,29
bs,6,8514,0,24,9,7,30,5,14,4,30,40,38
bs,12,1909,1,2,8,3,3,3,1,0,10,3,13
bs,0,719,0,1,8,1,0,5,1,3,5,2,10
bs,3,4824,0,0,18,2,6,10,3,9,30,15,39
bs,0,781,1,1,4,0,1,2,1,1,3,1,5
bs,0,980,0,2,3,0,2,2,1,1,4,3,8
bs,0,686,0,2,4,2,2,2,1,1,4,2,3
bs,7,2365,0,3,6,5,5,5,3,1,15,10,17
bs,0,1196,0,3,4,3,6,3,4,2,9,10,8
bs,4,2853,0,8,13,2,6,10,5,7,17,12,25
bs,31,10742,0,14,20,12,16,10,10,6,32,36,47
bs,13,4996,0,10,13,5,17,9,8,6,29,27,32
bs,6,1287,1,3,5,0,5,6,2,0,9,6,11
bs,14,9378,0,19,21,11,26,8,12,6,36,42,45
bs,14,7428,0,12,17,5,12,7,11,11,33,27,43
bs,14,7051,0,22,20,12,23,9,19,4,37,35,51
bs,2,604,0,2,4,0,2,4,1,1,5,1,6
bs,0,608,1,1,3,0,2,4,1,0,6,1,7
bs,12,8655,0,23,15,15,35,7,14,7,39,50,55
bs,54,11669,0,10,20,5,13,13,8,7,33,26,54
bs,4,3406,0,9,10,5,10,5,8,7,18,16,22
bs,2,1500,0,4,8,1,5,8,1,3,15,7,17
bs,28,13255,1,30,36,18,36,25,23,14,62,54,74
bs,3,2800,1,7,10,3,11,5,6,4,18,14,18
bs,6,2298,0,4,7,1,10,4,4,2,12,10,15
bs,2,14753,0,56,41,33,67,24,42,16,74,103,106
bs,10,2636,0,2,10,2,2,6,0,1,18,4,22
bs,6,2084,0,5,6,2,5,4,1,2,12,5,16
bs,0,628,0,4,4,1,4,5,3,1,7,6,10
bs,0,718,1,1,4,0,3,4,0,1,6,2,7
bs,4,4084,0,9,15,8,7,9,8,6,17,22,35
bs,10,5015,2,6,20,4,12,10,5,3,29,11,36
bs,2,1898,0,4,8,1,6,5,4,2,13,11,12
bs,13,6460,0,9,16,8,11,13,10,9,35,26,56
bs,0,3327,0,5,7,2,7,6,6,3,25,14,26
bs,5,1275,1,3,7,2,5,6,5,2,17,8,16
bs,15,5456,0,13,13,4,17,12,13,6,33,28,34
bs,0,780,2,0,5,0,0,4,0,4,4,2,6
bs,15,6523,1,12,18,10,18,10,15,6,27,35,41
bs,0,1784,0,1,4,1,2,4,0,1,9,6,11
bs,3,1657,1,3,7,0,5,5,2,3,14,6,15
bs,6,3652,0,9,15,7,15,9,8,4,20,19,26
bs,2,4130,1,8,7,3,8,4,2,2,23,23,21
bs,11,3090,2,5,8,4,10,6,6,0,13,11,15
bs,3,1392,0,2,3,1,4,3,2,1,4,4,5
bs,5,3042,1,3,10,1,6,4,2,2,14,10,17
bs,2,609,4,1,5,1,4,4,1,0,7,3,6
bs,5,988,0,2,7,4,2,3,2,2,6,5,5
bs,2,1415,1,1,8,0,5,5,2,1,11,6,12
bs,0,561,1,2,5,0,2,5,3,1,6,3,8
bs,0,2056,0,3,10,2,3,5,3,3,13,8,18
bs,3,1127,0,4,5,4,3,3,2,0,10,5,9
bs,7,2985,0,3,8,5,6,9,3,1,16,15,20
bs,2,1392,0,1,5,1,3,4,1,0,6,4,7
bs,0,888,0,1,2,0,3,2,1,0,6,4,6
bs,2,1139,0,7,4,2,8,4,2,1,5,9,10
bs,2,512,0,0,2,0,1,4,1,0,6,1,7
bs,8,4539,0,5,17,3,9,9,6,3,21,18,28
bs,9,4249,0,12,9,4,15,4,8,2,23,18,24
bs,8,2329,0,2,5,3,5,8,2,2,14,7,19
bs,1,1009,0,1,7,3,3,9,0,4,10,5,17
bs,1,6327,0,4,18,1,5,11,7,3,25,20,43
bs,2,2029,3,6,4,0,9,4,5,2,12,9,18
bs,1,418,0,1,2,0,2,2,1,1,3,1,3
bs,4,1707,0,1,3,1,3,4,1,2,10,7,17
bs,7,2030,0,1,6,2,7,4,4,2,10,10,14
bs,3,1179,0,3,5,1,1,6,1,2,6,3,10
bs,3,3706,0,11,13,10,14,9,10,6,18,19,28
bs,9,2288,0,4,4,1,6,5,1,4,11,9,13
bs,2,615,0,2,2,0,4,3,1,2,2,3,4
bs,1,2594,0,5,8,3,6,7,5,4,14,10,18
bs,5,5171,1,6,16,4,9,10,6,8,18,16,26
bs,1,1214,2,2,4,0,3,2,3,2,2,5,8
bs,17,4075,1,0,9,2,7,8,3,4,13,9,25
bs,9,1931,2,0,5,0,2,0,2,2,2,5,1
bs,0,2935,1,0,2,0,0,3,0,1,2,1,8
bs,5,7568,2,8,19,7,13,10,6,10,31,30,43
bs,1,1181,3,2,8,0,3,6,2,3,7,4,9
bs,3,1337,1,0,1,0,1,1,0,1,6,0,7
bs,7,3444,1,3,9,2,5,3,2,3,7,8,16
bs,2,2686,3,1,2,2,1,0,1,1,1,2,4
bs,8,8084,6,8,19,8,10,10,13,5,34,24,48
bs,1,1079,1,4,5,2,4,7,4,2,7,6,13
bs,3,1991,1,2,2,3,5,6,4,2,7,4,10
bs,4,4788,9,5,15,3,8,9,10,5,18,15,32
bs,6,3205,4,2,5,0,6,3,4,4,10,10,18
bs,8,5371,3,2,10,5,10,9,5,6,17,12,28
bs,1,1472,1,1,4,2,6,2,1,1,3,5,5
bs,0,931,4,0,4,0,0,3,0,0,3,1,5
bs,22,6326,2,10,14,1,7,6,6,8,18,18,28
bs,0,1115,2,1,5,0,1,7,1,0,7,1,9
bs,6,3016,1,1,5,1,2,4,1,0,3,2,9
bs,3,5889,2,4,16,5,6,13,8,7,19,16,37
bs,5,6717,0,19,19,11,26,12,12,8,34,38,53
bs,4,1153,0,4,6,2,5,5,5,4,11,10,12
bs,60,20617,0,37,30,12,51,18,26,18,54,83,93
bs,5,4512,0,10,14,3,8,7,5,6,14,17,25
bs,7,2174,0,4,8,5,4,7,5,5,16,11,16
bs,0,5324,1,22,12,15,27,10,19,9,20,37,29
bs,45,5780,0,8,15,2,14,5,7,4,25,19,38
bs,10,6870,0,29,16,15,33,12,22,9,29,44,39
bs,9,3783,0,11,12,7,13,12,6,8,21,17,28
bs,3,2305,2,5,11,5,7,5,9,6,10,13,12
bs,26,3273,0,9,10,3,9,8,6,6,15,14,20
bs,2,3519,0,7,10,5,13,4,6,5,11,13,13
bs,4,2203,0,5,6,4,5,7,4,3,13,12,18
bs,1,889,1,0,5,2,1,5,3,3,8,4,10
bs,7,7046,0,19,9,7,30,2,14,3,33,32,37
bs,0,2169,0,4,6,3,7,5,3,3,9,7,19
bs,1,2367,0,2,10,0,4,4,2,2,11,5,23
bs,7,5060,1,7,22,3,10,23,5,5,29,11,52
bs,0,1361,0,3,2,2,2,1,2,2,5,4,7
bs,3,7282,0,22,17,7,22,16,15,8,30,30,38
bs,6,9903,0,14,27,11,15,17,15,11,41,22,60
bs,22,7625,0,9,21,4,14,11,10,7,33,21,48
bs,247,50229,79,90,98,62,108,71,86,39,141,201,223
bs,604,98698,90,133,121,115,164,108,144,63,186,308,307
bs,151,56795,58,123,90,96,140,75,99,47,152,251,232
bs,20,9411,1,18,26,10,24,9,20,11,30,44,46
bs,66,43374,20,69,88,61,111,66,89,37,124,176,201
bs,16,6703,0,9,17,6,17,7,13,7,18,20,25
bs,7,5896,0,6,20,4,10,8,5,8,20,16,30
bs,100,43892,41,70,75,48,81,69,65,45,139,161,199
bs,0,323,0,0,4,1,2,5,2,2,7,1,7
bs,21,9023,0,19,23,12,27,11,16,11,38,35,49
bs,57,28620,19,64,46,36,74,32,62,29,84,128,139
bs,115,26922,40,47,56,37,69,40,70,25,91,132,137
bs,173,73179,42,117,102,93,136,88,122,60,158,250,259
bs,18,7220,1,20,27,9,28,16,22,13,35,40,46
bs,5,8374,2,7,20,4,6,11,10,7,28,18,34
bs,1,7883,0,5,13,4,7,13,7,6,30,15,34
bs,62,32122,35,50,61,37,66,55,68,30,95,136,156
bs,29,16515,18,35,55,24,39,47,34,24,80,72,114
bs,293,99355,42,103,99,64,131,61,100,46,173,265,270
bs,248,115372,104,140,135,103,171,122,156,66,197,316,341
bs,411,107014,64,143,124,110,196,96,152,61,199,351,321
bs,251,134206,143,157,138,126,187,116,174,67,212,389,363
bs,12,8268,0,28,27,7,31,18,17,14,36,37,60
bs,4,9233,5,12,25,10,22,13,18,10,34,41,50
bs,17,7369,0,14,19,13,19,16,18,12,32,38,43
bs,0,8737,0,9,21,9,14,13,9,9,34,33,43
bs,39,20807,17,43,56,32,56,53,42,34,71,88,114
bs,388,96869,213,174,141,120,193,98,135,66,206,348,334
bs,115,49988,31,78,82,65,91,68,97,38,111,208,204
bs,0,6364,1,11,24,5,21,6,14,9,25,32,40
bs,239,115010,115,156,126,123,182,101,156,75,197,347,334
bs,1,6183,0,13,20,9,28,16,16,7,28,31,40
bs,3,8572,0,12,16,12,15,18,17,9,36,43,56
bs,93,52289,26,60,79,45,94,59,61,33,107,153,196
bs,85,69146,41,116,108,106,149,99,149,62,181,284,274
bs,1,7032,0,15,32,10,14,18,16,12,36,29,43
bs,1,4458,0,12,20,9,17,10,9,8,22,26,38
bs,10,2523,0,1,6,0,1,6,3,2,11,8,18
bs,21,4076,0,7,6,3,11,3,10,3,18,21,15
bs,54,17015,0,34,44,26,42,20,35,14,54,90,86
bs,2,3575,0,6,7,2,2,5,5,1,10,15,22
bs,0,158,0,0,0,0,0,0,0,0,0,0,0
bs,54,24147,16,13,48,7,20,47,13,27,64,31,116
bs,1,1513,0,4,3,1,3,4,0,4,8,7,16
bs,3,6778,2,5,17,4,10,18,6,11,20,13,50
bs,1,17011,3,36,34,22,45,30,41,12,56,76,102
bs,1,2081,8,3,7,2,3,6,3,4,6,7,14
bs,0,180,0,1,0,0,0,0,0,0,0,1,0
bs,1,4335,0,2,6,2,6,1,3,4,11,8,18
bs,7,3314,0,1,12,1,6,3,2,6,15,5,20
bs,0,1148,2,2,1,1,5,1,3,2,3,4,4
bs,37,7052,0,3,10,1,12,4,10,3,15,17,24
bs,5,1294,3,3,5,1,3,3,2,2,5,5,15
bs,0,2508,0,1,6,1,4,2,3,2,6,7,15
bs,0,3549,0,4,11,6,9,8,7,4,18,16,34
bs,10,2489,0,2,7,1,7,4,1,2,14,8,24
bs,13,3117,0,7,11,4,6,4,5,2,13,15,14
bs,23,8956,1,14,16,5,19,4,8,3,30,27,36
bs,16,9434,2,19,30,12,28,24,17,16,52,42,78
bs,14,4630,2,9,8,4,16,3,8,5,10,19,19
bs,2,569,0,1,0,1,1,0,1,1,5,3,4
bs,12,5804,0,8,23,3,7,14,4,10,35,15,44
bs,9,4260,0,5,10,6,9,3,5,8,14,14,17
bs,14,6674,0,6,19,7,12,7,12,10,32,23,38
bs,11,9814,0,14,26,8,26,15,11,15,36,30,61
bs,10,9789,3,32,33,21,37,16,23,18,41,60,60
bs,34,11556,0,36,21,30,51,14,33,19,40,77,72
bs,51,7600,1,17,13,10,25,10,10,6,36,41,51
bs,3,4088,0,6,11,5,7,6,4,3,21,12,28
bs,20,13911,0,30,33,20,44,22,15,13,64,65,91
bs,11,1847,3,2,2,1,2,0,1,0,9,3,5
bs,6,3521,0,7,6,2,12,2,6,1,8,16,24
bs,7,1276,0,5,2,1,4,1,0,1,2,4,4
bs,13,4590,0,4,9,0,4,4,3,3,12,9,18
bs,10,1919,1,3,5,0,1,3,1,3,6,7,12
bs,3,3309,0,4,4,4,7,4,2,2,15,13,21
bs,9,3933,0,7,12,6,6,9,3,4,23,15,35
bs,28,4233,0,8,8,3,8,6,5,5,20,19,27
bs,21,5461,0,17,8,4,26,4,12,3,12,32,24
bs,7,4981,0,5,17,4,5,11,7,5,29,14,35
bs,11,5462,0,19,16,12,17,7,14,4,31,30,40
bs,19,3358,0,13,9,4,15,0,2,1,13,17,17
bs,2,7262,0,2,15,7,5,18,7,13,32,12,49
bs,12,2723,0,3,8,5,7,6,5,3,12,10,23
bs,9,4760,0,3,10,3,12,5,7,5,23,14,24
bs,7,2845,0,2,6,1,5,3,0,2,12,5,20
bs,14,3736,0,4,10,3,7,8,1,1,20,9,20
bs,78,16934,3,12,32,8,13,22,10,13,61,29,89
bs,0,5112,0,5,16,3,5,13,5,7,24,15,53
bs,0,1768,1,0,7,3,0,7,2,2,12,4,22
bs,12,9174,4,12,13,16,9,12,12,5,28,34,47
bs,4,6657,1,13,13,10,16,8,13,1,27,32,41
bs,76,28598,1,18,37,16,30,34,24,16,64,57,126
bs,3,3406,1,6,12,3,13,6,3,5,14,11,21
bs,13,4795,0,2,17,2,3,10,4,6,21,13,34
bs,8,5358,0,8,14,1,11,7,3,5,14,15,28
bs,11,3681,0,9,11,1,13,3,1,0,18,13,22
bs,8,9941,0,18,29,16,37,25,24,9,44,47,78
bs,10,3466,0,2,7,1,5,3,5,4,12,6,23
bs,3,5274,2,20,14,16,23,8,14,5,26,37,28
bs,8,2209,0,9,3,3,7,3,3,3,9,16,14
bs,17,2253,0,2,8,2,3,1,2,0,10,6,15
bs,1,3942,0,0,8,1,6,5,2,2,16,8,27
bs,13,4302,0,8,10,5,16,5,7,5,24,24,22
bs,5,5301,0,8,10,7,9,4,9,3,16,26,24
bs,9,2571,0,5,7,3,7,3,6,3,11,10,10
bs,8,3957,1,7,12,6,9,6,8,5,16,18,27
bs,8,7456,1,17,20,10,27,11,13,11,31,43,51
bs,10,1963,0,2,8,3,2,2,1,1,7,7,13
bs,9,25844,0,49,43,31,62,33,48,32,103,115,147
bs,2,5715,1,6,15,3,9,9,6,5,27,12,41
bs,3,760,1,1,1,0,0,1,0,1,4,1,8
bs,9,22698,0,35,44,19,43,33,24,20,78,92,139
bs,16,7638,0,9,19,2,21,11,2,3,31,15,56
bs,2,3052,7,1,6,2,3,4,3,2,10,5,14
bs,0,1270,1,2,6,1,3,3,1,1,9,3,11
bs,6,3073,0,4,13,3,8,9,5,6,20,12,30
bs,23,11256,0,23,35,13,28,26,20,16,58,46,84
bs,1,3274,1,3,11,2,6,7,5,4,11,10,17
bs,0,3044,0,5,2,2,7,2,4,1,11,9,20
bs,83,19361,4,27,38,28,44,35,45,27,56,83,105
